probe,column,gene,system_id,system,input,requested_gene,best_direction,best_label,best_confidence,best_evidence,best_tier,best_expected_accuracy,direction_uncertain,best_direction_filled,best_direction_flipped,smr_direction,smr_tier,smr_p,smr_n_instruments,smr_gene_dist,smr_agreement,consensus_direction,n_tissues_calling,tissue_agreement,gene_blood,dir_blood,conf_blood,tier_blood,status_blood,gene_nasal,dir_nasal,conf_nasal,tier_nasal,status_nasal,gene_solid,dir_solid,conf_solid,tier_solid,status_solid,gene_universal,dist_universal,dir_universal,p_universal,agree_universal,dist_unanimous,dist_dir_blood,dist_dir_nasal,dist_dir_solid,measured_genes,measured_tissues,measured_direction,measured_direction_requested,annotation_mismatch,mismatch_note,note,p_conf,p_plus
cg04731988,cg04731988_TC21_T1_OXT,OXT,1,"Oxytocin, vasopressin & CICR",cg04731988,OXT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,AVP,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04739525,cg04739525_TC21_T1_UHRF1,UHRF1,20,Epigenetic machinery,cg04739525,UHRF1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ARRDC5,,0.2712,A,REQUESTED_GENE_UNAVAILABLE,KDM4B,,0.1556,B,REQUESTED_GENE_UNAVAILABLE,INCA1,,0.2694,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04744660,cg04744660_BC21_T1_HSD3B2,HSD3B2,3,Steroidogenesis (adrenal & gonadal),cg04744660,HSD3B2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04755662,cg04755662_BC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg04755662,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04766895,cg04766895_TC21_T1_CRTC1,CRTC1,18,Neurotrophins & activity-dependent plasticity,cg04766895,CRTC1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,CRLF1,,0.6433,A,REQUESTED_GENE_UNAVAILABLE,ISYNA1,,0.4326,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04767226,cg04767226_TC21_T1_PER3,PER3,23,Circadian & melatonin,cg04767226,PER3,-1,higher methylation -> LOWER expression,0.7056,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,PER3,-1,0.7056,A,PREDICTED,PER3,,0.31,B,ABSTAIN,PER3,,0.2027,A,ABSTAIN,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.7056,0.1472
cg04770781,cg04770781_TC21_T1_SOD2,SOD2,29,Oxidative stress & mitochondria,cg04770781,SOD2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LOC401281,,0.0733,A,REQUESTED_GENE_UNAVAILABLE,SOD2,,0.0288,B,ABSTAIN,SOD2,,0.0131,A,ABSTAIN,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04779428,cg04779428_BC21_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg04779428,GNAS,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,1.228e-09,1,12845,TRUE,,0,,CTSZ,,0.6537,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg04786207,cg04786207_BC21_T1_MEST,MEST,21,Imprinted genes & DMRs,cg04786207,MEST,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CPA5,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,ARHGAP18,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,CPA5,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04810287,cg04810287_TC21_T1_NNAT,NNAT,21,Imprinted genes & DMRs,cg04810287,NNAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,BLCAP,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,SRC,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04811945,cg04811945_BC21_T1_CD38,CD38,1,"Oxytocin, vasopressin & CICR",cg04811945,CD38,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,BST1,,0.1556,B,REQUESTED_GENE_UNAVAILABLE,BST1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04815334,cg04815334_TC21_T1_NADSYN1,NADSYN1,15,Kynurenine pathway,cg04815334,NADSYN1,1,higher methylation -> HIGHER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,3.952e-19,1,8604,TRUE,,0,,FAM104A,,0.561,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg04822851,cg04822851_TC21_T1_ADORA1,ADORA1,8,Dopamine,cg04822851,ADORA1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ADORA1,,0.298,A,ABSTAIN,CHI3L1,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,CHI3L1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04851044,cg04851044_TC21_T1_ITPR3,ITPR3,1,"Oxytocin, vasopressin & CICR",cg04851044,ITPR3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MIR3934,,0.4517,A,REQUESTED_GENE_UNAVAILABLE,IP6K3,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,TRPC4AP,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04856117,cg04856117_BC21_T1_COMT,COMT,8,Dopamine,cg04856117,COMT,-1,higher methylation -> LOWER expression,,smr_weak,,"0.66-0.75 (SMR tier S3, instruments disagree; validated n=456)",FALSE,-1,-1,-1,S3,2.524e-37,2,6587,TRUE,,0,,COMT;MIR4761,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,ARVCF,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,TBX1,,0.1667,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg04858631,cg04858631_BC21_T1_DDIT4,DDIT4,2,HPA axis & glucocorticoid signalling,cg04858631,DDIT4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SPOCK2,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,SPOCK2,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04865531,cg04865531_TC21_T1_SHANK3,SHANK3,16,Glutamate & synaptic scaffolding,cg04865531,SHANK3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAPK8IP2,,0.126,B,REQUESTED_GENE_UNAVAILABLE,MAPK8IP2,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04871384,cg04871384_TC21_T1_RTEL1,RTEL1,28,"Ageing, epigenetic clocks & telomere",cg04871384,RTEL1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,TNFRSF6B;RTEL1;RTEL1-TNFRSF6B,,0.6667,A,REQUESTED_GENE_UNAVAILABLE,STMN3,,0.139,A,REQUESTED_GENE_UNAVAILABLE,STMN3,,0.3688,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04883751,cg04883751_TC21_T1_FHL2,FHL2,28,"Ageing, epigenetic clocks & telomere",cg04883751,FHL2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04884612,cg04884612_BC21_T1_HLA_L,HLA-L,24,"Immune, inflammation & HLA",cg04884612,HLA-L,-1,higher methylation -> LOWER expression,,smr_moderate,A,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,6.312e-12,1,12437,TRUE,,2,0.5,HLA-L,1,0.6737,A,PREDICTED,HLA-L,-1,0.4852,A,PREDICTED,TRIM10,,0.4431,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg04886514,cg04886514_TC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg04886514,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04907257,cg04907257_BC21_T1_ADCY2,ADCY2,19,GPCR signalling & second messengers,cg04907257,ADCY2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MPDU1,,0.1897,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04908625,cg04908625_BC11_T1_ADCY5,ADCY5,19,GPCR signalling & second messengers,cg04908625,ADCY5,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,HIP1R,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04923194,cg04923194_TC21_T1_DLG2,DLG2,16,Glutamate & synaptic scaffolding,cg04923194,DLG2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04924511,cg04924511_BC11_T1_GHRL,GHRL,27,Appetite & metabolic programming,cg04924511,GHRL,,,,no_evidence,,,FALSE,,,,,,,,,,0,,GHRLOS,,0.9957,A,REQUESTED_GENE_UNAVAILABLE,GHRLOS,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,SLX4IP,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04929355,cg04929355_BC21_T1_IL18,IL18,24,"Immune, inflammation & HLA",cg04929355,IL18,-1,higher methylation -> LOWER expression,,smr_moderate,A,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,8.951e-40,1,10590,TRUE,,1,1,IL18,-1,0.6537,A,PREDICTED,PTS,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg04941580,cg04941580_BC21_T1_CACNA1D,CACNA1D,1,"Oxytocin, vasopressin & CICR",cg04941580,CACNA1D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF525,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,CHDH,,0.3639,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04943581,cg04943581_BC21_T1_HTR5A,HTR5A,9,Serotonin,cg04943581,HTR5A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04946561,cg04946561_BC21_T1_UHRF1,UHRF1,20,Epigenetic machinery,cg04946561,UHRF1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ARRDC5,,0.3705,A,REQUESTED_GENE_UNAVAILABLE,KDM4B,,0.1556,B,REQUESTED_GENE_UNAVAILABLE,INCA1,,0.2694,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04946588,cg04946588_BC21_T1_GRM3,GRM3,16,Glutamate & synaptic scaffolding,cg04946588,GRM3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04977602,cg04977602_TC21_T1_PRLR,PRLR,6,Libido & sexual function,cg04977602,PRLR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CREM,,0.1934,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,CREM,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04984193,cg04984193_BC21_T1_EGR3,EGR3,18,Neurotrophins & activity-dependent plasticity,cg04984193,EGR3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PPP3CC,,0.52,A,REQUESTED_GENE_UNAVAILABLE,PDLIM2,,0.4583,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04988514,cg04988514_BC11_T1_GRIN2D,GRIN2D,16,Glutamate & synaptic scaffolding,cg04988514,GRIN2D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CARD8,,0.298,A,REQUESTED_GENE_UNAVAILABLE,CYTH2,,0.2113,A,REQUESTED_GENE_UNAVAILABLE,CYTH2,,0.0131,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg04997275,cg04997275_TC21_T1_CREB1,CREB1,19,GPCR signalling & second messengers,cg04997275,CREB1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PTH2R,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05008027,cg05008027_BC21_T1_RGS9,RGS9,8,Dopamine,cg05008027,RGS9,,,,no_evidence,,,FALSE,,,,,,,,,,0,,RGS9,,0.298,A,ABSTAIN,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05010363,cg05010363_BC11_T1_HTR2C,HTR2C,9,Serotonin,cg05010363,HTR2C,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05015258,cg05015258_BC21_T1_DLG2,DLG2,16,Glutamate & synaptic scaffolding,cg05015258,DLG2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05019001,cg05019001_BC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg05019001,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05028259,cg05028259_TC21_T1_GABRA6,GABRA6,17,GABA & excitation-inhibition balance,cg05028259,GABRA6,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05062676,cg05062676_TC21_T1_CYP1B1,CYP1B1,4,Sex steroids: receptors & metabolism,cg05062676,CYP1B1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF37A,,0.4729,A,REQUESTED_GENE_UNAVAILABLE,RMDN2,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,RMDN2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05093677,cg05093677_BC21_T1_SYN1,SYN1,18,Neurotrophins & activity-dependent plasticity,cg05093677,SYN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05112104,cg05112104_BC21_T1_FTO,FTO,27,Appetite & metabolic programming,cg05112104,FTO,-1,higher methylation -> LOWER expression,0.5984,catalogue_consensus,B,"0.64-0.84 (tier B, tissues agree)",FALSE,-1,-1,,,,,,,-1,3,1,FTO,-1,0.52,B,PREDICTED,FTO,-1,0.8366,B,PREDICTED,FTO,-1,0.4386,A,PREDICTED,,,,,,,,,,,,,,,"","",0.5984,0.2008
cg05112220,cg05112220_TC21_T1_HSD11B1,HSD11B1,2,HPA axis & glucocorticoid signalling,cg05112220,HSD11B1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,UTP25,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,G0S2,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05113927,cg05113927_BC11_T1_UCN,UCN,2,HPA axis & glucocorticoid signalling,cg05113927,UCN,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LOC105374363,,0.058,B,REQUESTED_GENE_UNAVAILABLE,ATRAID,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05125838,cg05125838_TC21_T1_UCN2,UCN2,2,HPA axis & glucocorticoid signalling,cg05125838,UCN2,-1,higher methylation -> LOWER expression,0.3409,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,PFKFB4,,0.561,A,REQUESTED_GENE_UNAVAILABLE,UCN2,-1,0.3409,A,PREDICTED,COL7A1,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3409,0.32955
cg05134027,cg05134027_TC21_T1_OPRM1,OPRM1,12,Opioid & melanocortin,cg05134027,OPRM1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05136031,cg05136031_TC21_T1_LEP,LEP,27,Appetite & metabolic programming,cg05136031,LEP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,IMPDH1,,0.3467,A,REQUESTED_GENE_UNAVAILABLE,IMPDH1,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,IMPDH1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05136169,cg05136169_TC21_T1_AVP,AVP,1,"Oxytocin, vasopressin & CICR",cg05136169,AVP,-1,higher methylation -> LOWER expression,0.6537,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,AVP,-1,0.6537,A,PREDICTED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.6537,0.17315
cg05137263,cg05137263_TC11_T1_NR0B1,NR0B1,3,Steroidogenesis (adrenal & gonadal),cg05137263,NR0B1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05141014,cg05141014_TC11_T1_PDE4D,PDE4D,19,GPCR signalling & second messengers,cg05141014,PDE4D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DEPDC1B,,0.6863,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05141787,cg05141787_TC11_T1_TH,TH,11,"Monoamine synthesis, transport & degradation",cg05141787,TH,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAD1L1,,0.4517,A,REQUESTED_GENE_UNAVAILABLE,CD81,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,MAD1L1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05145043,cg05145043_TC21_T1_SETDB1,SETDB1,20,Epigenetic machinery,cg05145043,SETDB1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ANXA9,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,ANXA9,,0.6135,A,REQUESTED_GENE_UNAVAILABLE,DCLK2,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05160197,cg05160197_BC21_T1_ADORA1,ADORA1,8,Dopamine,cg05160197,ADORA1,-1,higher methylation -> LOWER expression,0.4648,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,ADORA1,-1,0.4648,A,PREDICTED,CHI3L1,,0.6135,A,REQUESTED_GENE_UNAVAILABLE,CHI3L1,,0.1474,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.4648,0.2676
cg05171197,cg05171197_TC11_T1_HDAC4,HDAC4,20,Epigenetic machinery,cg05171197,HDAC4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05172940,cg05172940_TC21_T1_RTEL1,RTEL1,28,"Ageing, epigenetic clocks & telomere",cg05172940,RTEL1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,TNFRSF6B;RTEL1;RTEL1-TNFRSF6B,,0.0153,A,REQUESTED_GENE_UNAVAILABLE,TNFRSF6B,,0.6433,A,REQUESTED_GENE_UNAVAILABLE,STMN3,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05173782,cg05173782_TC11_T1_GRIN2D,GRIN2D,16,Glutamate & synaptic scaffolding,cg05173782,GRIN2D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CARD8,,0.6537,A,REQUESTED_GENE_UNAVAILABLE,KDELR1,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,CYTH2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05210227,cg05210227_BC21_T1_ADRB3,ADRB3,10,Noradrenaline & sympathetic nervous system,cg05210227,ADRB3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ADGRA2,,0.1934,B,REQUESTED_GENE_UNAVAILABLE,LSM1,,0.1239,B,REQUESTED_GENE_UNAVAILABLE,ADGRA2,,0.1244,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05212849,cg05212849_BC21_T1_AKR1C3,AKR1C3,4,Sex steroids: receptors & metabolism,cg05212849,AKR1C3,-1,higher methylation -> LOWER expression,0.6482,catalogue_consensus,A,"0.77-0.87 (tier A, tissues agree)",FALSE,-1,-1,,,,,,,-1,2,1,AKR1C3,-1,0.4598,A,PREDICTED,AKR1C3,-1,0.8366,A,PREDICTED,PPL,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"","",0.6482,0.1759
cg05222671,cg05222671_TC21_T1_MEST,MEST,21,Imprinted genes & DMRs,cg05222671,MEST,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,1.062e-11,1,5934,TRUE,,0,,CPA5,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,ARHGAP18,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,CPA5,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,COPG2,blood,COPG2:-1,,TRUE,"measured association is with COPG2, not the requested gene - check which gene this CpG actually tracks","causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run | measured association is with COPG2, not the requested gene",0.7,0.15
cg05222958,cg05222958_BC21_T1_SHANK1,SHANK1,16,Glutamate & synaptic scaffolding,cg05222958,SHANK1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CLEC11A,,0.4729,A,REQUESTED_GENE_UNAVAILABLE,JOSD2,,0.3771,A,REQUESTED_GENE_UNAVAILABLE,SHANK3,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,CLEC11A,blood,CLEC11A:-1,,TRUE,"measured association is with CLEC11A, not the requested gene - check which gene this CpG actually tracks","no catalogue holds this CpG-gene pair and no distance could be computed | measured association is with CLEC11A, not the requested gene",,
cg05228186,cg05228186_TC21_T1_DLG2,DLG2,16,Glutamate & synaptic scaffolding,cg05228186,DLG2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05231308,cg05231308_TC21_T1_UCN,UCN,2,HPA axis & glucocorticoid signalling,cg05231308,UCN,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LOC105374363,,0.058,B,REQUESTED_GENE_UNAVAILABLE,ATRAID,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg05254049,cg05254049_BC21_T1_SYN1,SYN1,18,Neurotrophins & activity-dependent plasticity,cg05254049,SYN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
